LinkS;TranspS;Instance;Demands;UB;LB;GAP;Time;OF;Formulation;CD;OSNR;GNpy;Bands;Reinforcements;Cuts;Prepro;PreproTime;Variables;Constraints;v0;preproC;Paths;FeasibleC;InfeasibleC;OnlyOsnrC;OnlyReachC;FeasibleL;InfeasibleL;OnlyOsnrL;OnlyReachL;ads;dcb;llb;nlus;slus;suld;trl;tus;tase
1.5x;efficient;German_17_26;100-b;150.000000;57.000000;62.000000;14400.182000;8;0;1;1;0;1;0;0;2;68.319337;175306;231000;604695;0;0;0;0;0;0;21888;12593;2;0;100;100;0;150;3705;312;54352.000000;1872;65850.000000
1.5x;efficient;German_17_26;20-b;300.000000;300.000000;0.000000;0.102000;3;0;1;1;0;1;0;0;2;0.461506;2800;10180;28400;0;0;0;0;0;0;21845;52;1;0;20;20;0;30;560;50;7717.000000;300;11000.000000
1.5x;efficient;Nsfnet_14_21;30-b;-1.000000;-1.000000;0.000000;0.484000;3;0;1;1;0;1;0;0;2;0.899066;11547;17655;45153;0;0;0;0;0;0;22058;-65480;1;0;0;0;0;1678845728;22058;1;0.000000;0;0.000000
1.5x;efficient;German_17_26;60;942.000000;942.000000;0.000000;8.365000;3;0;1;1;0;1;0;0;2;13.520260;47345;84540;233455;0;0;0;0;0;0;21989;13361;2;0;60;60;0;90;2004;157;26732.000000;942;34333.333333
2x;maxData200;Nsfnet_14_21;60;98.000000;98.000000;0.000000;3997.786000;8;0;1;1;0;1;0;0;2;13.153396;70246;90000;232155;0;0;0;0;0;0;22045;13105;2;0;60;60;0;98;1720;183;171200.000000;823;81633.333333
2x;maxData200;Nsfnet_14_21;30-b;317.000000;317.000000;0.000000;0.732000;3;0;1;1;0;1;0;0;2;1.611576;16381;23370;59219;0;0;0;0;0;0;21922;-65480;1;0;30;30;0;60;1063;68;70700.000000;317;33350.000000
2x;maxData200;Nsfnet_14_21;40;337.000000;337.000000;0.000000;1.368000;3;0;1;1;0;1;0;0;2;4.341159;36888;40760;97512;0;0;0;0;0;0;21898;12337;2;0;40;40;0;80;1395;85;109100.000000;337;50783.333333
2x;maxData200;German_17_26;100-b;1028.000000;1028.000000;0.000000;45.620000;3;0;1;1;0;1;0;0;2;110.727998;360451;307200;679549;0;0;0;0;0;0;22039;12593;2;0;100;100;0;200;4878;279;51020.000000;1028;57066.666667
1.5x;efficient;Nsfnet_14_21;10;12.000000;12.000000;0.000000;0.089000;8;0;1;1;0;1;0;0;2;0.033428;1061;2295;5240;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;12;131;20;25200.000000;96;12383.333333
1.5x;efficient;German_17_26;20;24.000000;24.000000;0.000000;4.883000;8;0;1;1;0;1;0;0;2;0.522095;5351;10200;25850;0;0;0;0;0;0;21975;55;1;0;20;20;0;24;461;54;9201.000000;324;11516.666667
1.5x;efficient;German_17_26;50;48.000000;48.000000;0.000000;3932.574000;8;0;1;1;0;1;0;0;2;8.072735;27651;59250;167350;0;0;0;0;0;0;21846;55;1;0;50;50;0;48;1120;134;21927.000000;804;28700.000000
2x;maxData200;Nsfnet_14_21;80;106.000000;106.000000;0.000000;6107.609000;8;0;1;1;0;1;0;0;2;28.822459;107947;158400;429654;0;0;0;0;0;0;22082;12593;2;0;80;80;0;106;1953;198;187600.000000;935;89800.000000
1.5x;efficient;European_18_40;60-b;36.000000;36.000000;0.000000;13262.446000;8;0;1;1;0;1;0;0;2;18.258645;71588;91320;360413;0;0;0;0;0;0;21865;-16763855;2;0;60;60;0;36;1160;144;84519.000000;837;57766.666667
1.5x;efficient;European_18_40;90;1110.000000;1110.000000;0.000000;8.792000;3;0;1;1;0;1;0;0;2;56.604499;124020;201690;847980;0;0;0;0;0;0;21891;53;1;0;90;90;0;135;4818;185;114882.000000;1110;78916.666667
2x;maxData200;Nsfnet_14_21;70-b;94.000000;94.000000;0.000000;2329.078000;8;0;1;1;0;1;0;0;2;20.553023;95372;121800;316229;0;0;0;0;0;0;21925;12337;2;0;70;70;0;94;1625;170;179700.000000;792;84050.000000
1.5x;efficient;European_18_40;80;1047.000000;1047.000000;0.000000;11.446000;3;0;1;1;0;1;0;0;2;43.531424;128501;160080;639499;0;0;0;0;0;0;21883;-65480;1;0;80;80;0;120;3991;179;112286.000000;1047;75416.666667
1.5x;efficient;Nsfnet_14_21;30-b;-1.000000;-1.000000;0.000000;0.495000;8;0;1;1;0;1;0;0;2;0.890259;11548;17685;45153;0;0;0;0;0;0;21870;-65480;1;0;0;0;0;909416224;21870;1;0.000000;0;0.000000
2x;maxData200;German_17_26;20-b;178.000000;178.000000;0.000000;0.641000;3;0;1;1;0;1;0;0;2;0.885877;12719;13440;28881;0;0;0;0;0;0;21995;56;1;0;20;20;0;40;695;49;8910.000000;178;10100.000000
1.5x;efficient;German_17_26;90;1392.000000;1392.000000;0.000000;15.782000;3;0;1;1;0;1;0;0;2;45.964150;110500;187560;521300;0;0;0;0;0;0;22007;13873;2;0;90;90;0;135;3452;232;39654.000000;1392;49916.666667
2x;maxData200;Nsfnet_14_21;70-b;750.000000;750.000000;0.000000;7.058000;3;0;1;1;0;1;0;0;2;20.554504;95371;121730;316229;0;0;0;0;0;0;22012;12337;2;0;70;70;0;140;2694;160;174700.000000;750;81550.000000
2x;maxData200;German_17_26;90-b;146.000000;34.113990;76.634254;14400.476000;8;0;1;1;0;1;0;0;2;85.963483;328614;249570;513787;0;0;0;0;0;0;21992;13617;2;0;90;90;0;146;3165;292;50076.000000;1098;56050.000000
1.5x;efficient;European_18_40;50;624.000000;624.000000;0.000000;2.111000;3;0;1;1;0;1;0;0;2;9.951009;41093;64050;258907;0;0;0;0;0;0;22086;-16763855;2;0;50;50;0;75;2354;106;68969.000000;624;44450.000000
1.5x;efficient;Nsfnet_14_21;80-b;84.000000;84.000000;0.000000;4778.011000;8;0;1;1;0;1;0;0;2;17.706245;85513;119160;317688;0;0;0;0;0;0;21979;50;1;0;80;80;0;84;1522;192;191800.000000;921;101216.666667
2x;maxData200;German_17_26;90;838.000000;838.000000;0.000000;25.218000;3;0;1;1;0;1;0;0;2;75.326699;251304;249480;591096;0;0;0;0;0;0;22025;13873;2;0;90;90;0;180;4294;231;40871.000000;838;46666.666667
1.5x;efficient;Nsfnet_14_21;40;30.000000;30.000000;0.000000;113.890000;8;0;1;1;0;1;0;0;2;2.440951;26870;30780;73931;0;0;0;0;0;0;21982;-65482;1;0;40;40;0;30;538;93;111300.000000;381;54166.666667
2x;maxData200;German_17_26;30;26.000000;26.000000;0.000000;5003.745000;8;0;1;1;0;1;0;0;2;2.992001;30253;29190;63348;0;0;0;0;0;0;21919;13361;2;0;30;30;0;26;569;100;16586.000000;373;18983.333333
1.5x;efficient;German_17_26;90;85.000000;41.249207;51.471521;14400.080000;8;0;1;1;0;1;0;0;2;45.686070;110501;187650;521300;0;0;0;0;0;0;21871;13873;2;0;90;90;0;85;1956;242;41179.000000;1452;51683.333333
1.5x;efficient;Nsfnet_14_21;10-b;12.000000;12.000000;0.000000;0.073000;8;0;1;1;0;1;0;0;2;0.033079;1115;2295;5186;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;12;147;28;27100.000000;138;13616.666667
2x;maxData200;German_17_26;20;13.000000;13.000000;0.000000;29.115000;8;0;1;1;0;1;0;0;2;0.857607;10806;13460;30795;0;0;0;0;0;0;21912;54;1;0;20;20;0;13;265;61;10822.000000;221;12500.000000
1.5x;efficient;German_17_26;10-b;-1.000000;-1.000000;0.000000;0.033000;8;0;1;1;0;1;0;0;2;0.052547;711;2850;7090;0;0;0;0;0;0;808465467;808333371;808333371;892809264;892809264;808333371;892809264;825964810;925973296;842741307;0.000000;808464434;0.000000
1.5x;efficient;Nsfnet_14_21;100-b;1059.000000;1059.000000;0.000000;12.700000;3;0;1;1;0;1;0;0;2;33.982509;143582;184850;486418;0;0;0;0;0;0;22034;54;1;0;100;100;0;150;3008;226;255300.000000;1059;125633.333333
2x;maxData200;German_17_26;90;120.000000;25.741259;78.548951;14400.472000;8;0;1;1;0;1;0;0;2;79.755785;251305;249570;591096;0;0;0;0;0;0;22077;13873;2;0;90;90;0;120;2255;252;42585.000000;920;49250.000000
1.5x;efficient;German_17_26;20-b;30.000000;30.000000;0.000000;0.543000;8;0;1;1;0;1;0;0;2;0.493199;2801;10200;28400;0;0;0;0;0;0;21896;52;1;0;20;20;0;30;482;51;8113.000000;306;11300.000000
2x;maxData200;Nsfnet_14_21;60;706.000000;706.000000;0.000000;6.413000;3;0;1;1;0;1;0;0;2;13.831170;70245;89940;232155;0;0;0;0;0;0;22084;13105;2;0;60;60;0;120;2397;150;154100.000000;706;72933.333333
1.5x;efficient;European_18_40;70-b;774.000000;774.000000;0.000000;5.838000;3;0;1;1;0;1;0;0;2;29.791700;81207;123270;506793;0;0;0;0;0;0;22073;-65486;1;0;70;70;0;105;3329;131;84349.000000;774;59133.333333
1.5x;efficient;German_17_26;30-b;36.000000;36.000000;0.000000;1404.014000;8;0;1;1;0;1;0;0;2;1.886331;14481;22050;55720;0;0;0;0;0;0;21852;13873;2;0;30;30;0;36;753;91;15833.000000;546;19000.000000
2x;maxData200;German_17_26;70;714.000000;714.000000;0.000000;10.374000;3;0;1;1;0;1;0;0;2;37.102814;165054;152040;344546;0;0;0;0;0;0;21978;53;1;0;70;70;0;140;3033;196;33028.000000;714;38700.000000
2x;maxData200;Nsfnet_14_21;50-b;42.000000;42.000000;0.000000;157.912000;8;0;1;1;0;1;0;0;2;9.086658;48063;63000;161938;0;0;0;0;0;0;22072;52;1;0;50;50;0;42;772;117;124000.000000;503;58916.666667
1.5x;efficient;German_17_26;50-b;54.000000;54.000000;0.000000;6634.199000;8;0;1;1;0;1;0;0;2;8.358086;31361;59250;163640;0;0;0;0;0;0;21979;49;1;0;50;50;0;54;1280;150;25660.000000;900;32883.333333
1.5x;efficient;Nsfnet_14_21;10-b;132.000000;132.000000;0.000000;0.061000;3;0;1;1;0;1;0;0;2;0.032891;1114;2285;5186;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;15;223;26;26300.000000;132;13183.333333
1.5x;efficient;European_18_40;20;252.000000;252.000000;0.000000;0.240000;3;0;1;1;0;1;0;0;2;0.608484;5425;11220;42575;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;30;572;42;24607.000000;252;17083.333333
2x;maxData200;German_17_26;70-b;57.000000;22.243902;60.975610;14400.172000;8;0;1;1;0;1;0;0;2;39.644014;156296;152110;353305;0;0;0;0;0;0;21925;13873;2;0;70;70;0;57;1219;206;37072.000000;748;42183.333333
1.5x;efficient;European_18_40;60-b;759.000000;759.000000;0.000000;6.307000;3;0;1;1;0;1;0;0;2;19.220146;71587;91260;360413;0;0;0;0;0;0;21895;-16763855;2;0;60;60;0;90;3115;131;81695.000000;759;54900.000000
1.5x;efficient;Nsfnet_14_21;70;747.000000;747.000000;0.000000;3.385000;3;0;1;1;0;1;0;0;2;11.554421;57197;91595;251503;0;0;0;0;0;0;21870;56;1;0;70;70;0;105;2086;148;159900.000000;747;81366.666667
1.5x;efficient;Nsfnet_14_21;90-b;939.000000;939.000000;0.000000;9.196000;3;0;1;1;0;1;0;0;2;25.383374;108786;150165;401514;0;0;0;0;0;0;22044;53;1;0;90;90;0;135;2727;196;217300.000000;939;109800.000000
1.5x;efficient;European_18_40;20-b;228.000000;228.000000;0.000000;0.282000;3;0;1;1;0;1;0;0;2;0.647293;5025;11220;42975;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;30;548;38;21318.000000;228;16383.333333
1.5x;efficient;European_18_40;10;102.000000;102.000000;0.000000;0.041000;3;0;1;1;0;1;0;0;2;0.069667;750;3210;11250;0;0;0;0;0;0;22008;808333362;4;0;10;10;0;15;141;17;9520.000000;102;7166.666667
1.5x;efficient;Nsfnet_14_21;30;300.000000;300.000000;0.000000;0.327000;3;0;1;1;0;1;0;0;2;0.835684;8389;17655;48311;0;0;0;0;0;0;21979;-16764879;2;0;30;30;0;45;821;58;60100.000000;300;32366.666667
1.5x;efficient;German_17_26;60-b;66.000000;66.000000;0.000000;6525.266000;8;0;1;1;0;1;0;0;2;13.584542;47176;84600;233625;0;0;0;0;0;0;22019;49;1;0;60;60;0;66;1402;171;28840.000000;1026;36816.666667
2x;maxData200;Nsfnet_14_21;60-b;54.000000;54.000000;0.000000;1344.148000;8;0;1;1;0;1;0;0;2;13.558384;74996;90000;227405;0;0;0;0;0;0;22038;13361;2;0;60;60;0;54;1013;141;158900.000000;636;74350.000000
1.5x;efficient;German_17_26;100;1548.000000;1548.000000;0.000000;16.892000;3;0;1;1;0;1;0;0;2;62.349979;111360;230900;668640;0;0;0;0;0;0;22042;56;1;0;100;100;0;150;3789;258;45231.000000;1548;58733.333333
1.5x;efficient;Nsfnet_14_21;80;933.000000;933.000000;0.000000;8.915000;3;0;1;1;0;1;0;0;2;16.571209;76027;119080;327173;0;0;0;0;0;0;21865;56;1;0;80;80;0;120;2356;184;180200.000000;933;94800.000000
1.5x;efficient;European_18_40;40;27.000000;27.000000;0.000000;5110.510000;8;0;1;1;0;1;0;0;2;5.269357;27659;41680;164342;0;0;0;0;0;0;22090;50;1;0;40;40;0;27;699;92;50574.000000;540;35666.666667
2x;maxData200;Nsfnet_14_21;90-b;890.000000;890.000000;0.000000;7.895000;3;0;1;1;0;1;0;0;2;43.489273;151966;199710;528434;0;0;0;0;0;0;21854;53;1;0;90;90;0;180;3702;196;218100.000000;890;102933.333333
1.5x;efficient;German_17_26;80-b;1404.000000;1404.000000;0.000000;274.879000;3;0;1;1;0;1;0;0;2;34.850542;102810;148720;396390;0;0;0;0;0;0;22092;13105;2;0;80;80;0;120;2964;234;41112.000000;1404;50916.666667
2x;maxData200;German_17_26;60;40.000000;21.668947;45.827633;14400.066000;8;0;1;1;0;1;0;0;2;21.412872;97922;112380;276479;0;0;0;0;0;0;22006;13361;2;0;60;60;0;40;951;175;28486.000000;624;34233.333333
2x;maxData200;Nsfnet_14_21;100;90.000000;47.866667;46.814815;14400.105000;8;0;1;1;0;1;0;0;2;59.554324;191189;246000;648812;0;0;0;0;0;0;21857;57;1;0;100;100;0;90;1738;239;255800.000000;1071;120700.000000
1.5x;efficient;Nsfnet_14_21;20;15.000000;15.000000;0.000000;2.577000;8;0;1;1;0;1;0;0;2;0.309883;6534;8190;18667;0;0;0;0;0;0;22025;3145779;1;0;20;20;0;15;290;52;57700.000000;231;27916.666667
2x;maxData200;Nsfnet_14_21;30-b;52.000000;52.000000;0.000000;3.836000;8;0;1;1;0;1;0;0;2;1.624661;16382;23400;59219;0;0;0;0;0;0;21922;-65480;1;0;30;30;0;52;744;75;73800.000000;347;34983.333333
1.5x;efficient;European_18_40;30;402.000000;402.000000;0.000000;0.522000;3;0;1;1;0;1;0;0;2;2.151508;13120;24030;94880;0;0;0;0;0;0;21858;12593;2;0;30;30;0;45;1199;67;39600.000000;402;27766.666667
1.5x;efficient;European_18_40;50-b;657.000000;657.000000;0.000000;3.314000;3;0;1;1;0;1;0;0;2;10.612614;50537;64050;249463;0;0;0;0;0;0;21965;-65486;1;0;50;50;0;75;2396;111;72445.000000;657;47666.666667
1.5x;efficient;Nsfnet_14_21;80-b;882.000000;882.000000;0.000000;7.367000;3;0;1;1;0;1;0;0;2;16.802640;85512;119080;317688;0;0;0;0;0;0;22065;50;1;0;80;80;0;120;2384;181;185500.000000;882;98116.666667
1.5x;efficient;European_18_40;10;12.000000;12.000000;0.000000;0.079000;8;0;1;1;0;1;0;0;2;0.064625;751;3220;11250;0;0;0;0;0;0;22064;808333362;4;0;10;10;0;12;144;24;11406.000000;144;9116.666667
1.5x;efficient;European_18_40;90-b;56.000000;27.473684;50.939850;14400.110000;8;0;1;1;0;1;0;0;2;62.534503;169788;201780;802213;0;0;0;0;0;0;21891;57;1;0;90;90;0;56;1927;226;133743.000000;1302;91716.666667
2x;maxData200;German_17_26;40;27.000000;15.052023;44.251766;14400.072000;8;0;1;1;0;1;0;0;2;8.350821;63812;50920;102589;0;0;0;0;0;0;21920;12849;2;0;40;40;0;27;665;132;23011.000000;495;25533.333333
1.5x;efficient;Nsfnet_14_21;90-b;84.000000;45.316525;46.051756;14400.085000;8;0;1;1;0;1;0;0;2;25.781409;108787;150255;401514;0;0;0;0;0;0;22003;53;1;0;90;90;0;84;1539;218;228900.000000;1011;115700.000000
2x;maxData200;Nsfnet_14_21;50;507.000000;507.000000;0.000000;1.687000;3;0;1;1;0;1;0;0;2;7.196570;43578;62950;166422;0;0;0;0;0;0;21954;56;1;0;50;50;0;100;1830;108;114300.000000;507;54400.000000
2x;maxData200;German_17_26;80-b;159.000000;30.461988;80.841517;14400.450000;8;0;1;1;0;1;0;0;2;66.228818;261971;197840;403630;0;0;0;0;0;0;21987;12593;2;0;80;80;0;159;3750;269;45573.000000;1017;50633.333333
1.5x;efficient;German_17_26;100-b;1680.000000;1680.000000;0.000000;264.801000;3;0;1;1;0;1;0;0;2;71.077288;175305;230900;604695;0;0;0;0;0;0;21935;12593;2;0;100;100;0;150;3580;280;51293.000000;1680;61833.333333
1.5x;efficient;Nsfnet_14_21;60-b;651.000000;651.000000;0.000000;3.539000;3;0;1;1;0;1;0;0;2;7.989503;53074;67710;173726;0;0;0;0;0;0;21996;13361;2;0;60;60;0;90;1796;137;155300.000000;651;75816.666667
1.5x;efficient;German_17_26;10-b;-1.000000;-1.000000;0.000000;0.031000;3;0;1;1;0;1;0;0;2;0.058480;710;2840;7090;0;0;0;0;0;0;808465467;808333371;808333371;892809264;892809264;808333371;892809264;825964810;925973296;842741307;0.000000;808464434;0.000000
2x;maxData200;Nsfnet_14_21;50;54.000000;54.000000;0.000000;518.897000;8;0;1;1;0;1;0;0;2;7.730680;43579;63000;166422;0;0;0;0;0;0;21982;56;1;0;50;50;0;54;975;117;119400.000000;540;56900.000000
2x;maxData200;German_17_26;60-b;49.000000;19.596958;60.006208;14400.069000;8;0;1;1;0;1;0;0;2;22.085113;105743;112380;268658;0;0;0;0;0;0;21872;49;1;0;60;60;0;49;1181;197;30654.000000;724;36850.000000
1.5x;efficient;German_17_26;50;756.000000;756.000000;0.000000;2.239000;3;0;1;1;0;1;0;0;2;7.683895;27650;59200;167350;0;0;0;0;0;0;22058;55;1;0;50;50;0;75;1757;126;20266.000000;756;26850.000000
1.5x;efficient;Nsfnet_14_21;50-b;483.000000;483.000000;0.000000;1.386000;3;0;1;1;0;1;0;0;2;4.096301;34018;47425;123482;0;0;0;0;0;0;22003;52;1;0;50;50;0;75;1540;104;114100.000000;483;58783.333333
1.5x;efficient;Nsfnet_14_21;50-b;42.000000;42.000000;0.000000;93.067000;8;0;1;1;0;1;0;0;2;4.103671;34019;47475;123482;0;0;0;0;0;0;21854;52;1;0;50;50;0;42;761;113;122000.000000;510;62483.333333
1.5x;efficient;European_18_40;40-b;522.000000;522.000000;0.000000;1.853000;3;0;1;1;0;1;0;0;2;5.375499;31020;41640;160980;0;0;0;0;0;0;21960;14385;2;0;40;40;0;60;1584;87;54666.000000;522;36216.666667
1.5x;efficient;German_17_26;60-b;918.000000;918.000000;0.000000;5.301000;3;0;1;1;0;1;0;0;2;13.406442;47175;84540;233625;0;0;0;0;0;0;21979;49;1;0;60;60;0;90;2068;153;27123.000000;918;34050.000000
2x;maxData200;German_17_26;50;443.000000;443.000000;0.000000;2.849000;3;0;1;1;0;1;0;0;2;12.348776;66356;78600;193644;0;0;0;0;0;0;21910;55;1;0;50;50;0;100;2112;126;20395.000000;443;24933.333333
1.5x;efficient;European_18_40;90;42.000000;24.480000;41.714286;14400.098000;8;0;1;1;0;1;0;0;2;67.808634;124021;201780;847980;0;0;0;0;0;0;21943;53;1;0;90;90;0;42;1469;202;118472.000000;1212;82583.333333
2x;maxData200;Nsfnet_14_21;10-b;12.000000;12.000000;0.000000;0.124000;8;0;1;1;0;1;0;0;2;0.064900;1810;3000;6591;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;12;174;29;28600.000000;147;13166.666667
2x;maxData200;Nsfnet_14_21;10;89.000000;89.000000;0.000000;0.050000;3;0;1;1;0;1;0;0;2;0.064191;1597;2990;6803;0;0;0;0;0;0;0;-755914244;0;0;10;10;0;20;252;20;25200.000000;89;11883.333333
1.5x;efficient;European_18_40;40;510.000000;510.000000;0.000000;1.794000;3;0;1;1;0;1;0;0;2;5.266966;27658;41640;164342;0;0;0;0;0;0;21965;50;1;0;40;40;0;60;1777;87;50969.000000;510;35066.666667
1.5x;efficient;Nsfnet_14_21;20;222.000000;222.000000;0.000000;0.234000;3;0;1;1;0;1;0;0;2;0.310672;6533;8170;18667;0;0;0;0;0;0;21902;3145779;1;0;20;20;0;30;508;49;55400.000000;222;26783.333333
2x;maxData200;Nsfnet_14_21;40-b;432.000000;432.000000;0.000000;1.061000;3;0;1;1;0;1;0;0;2;3.653668;27949;40760;106451;0;0;0;0;0;0;21887;56;1;0;40;40;0;80;1493;93;93900.000000;432;44966.666667
2x;maxData200;German_17_26;30-b;21.000000;20.000000;4.761905;14400.049000;8;0;1;1;0;1;0;0;2;3.089831;29511;29190;64090;0;0;0;0;0;0;21984;13873;2;0;30;30;0;21;475;99;17132.000000;368;19333.333333
2x;maxData200;Nsfnet_14_21;60-b;624.000000;624.000000;0.000000;6.321000;3;0;1;1;0;1;0;0;2;14.834526;74995;89940;227405;0;0;0;0;0;0;22047;13361;2;0;60;60;0;120;2280;137;155500.000000;624;72816.666667
2x;maxData200;Nsfnet_14_21;40-b;60.000000;60.000000;0.000000;20.786000;8;0;1;1;0;1;0;0;2;3.668970;27950;40800;106451;0;0;0;0;0;0;21851;56;1;0;40;40;0;60;927;105;102900.000000;486;49233.333333
1.5x;efficient;Nsfnet_14_21;20-b;-1.000000;-1.000000;0.000000;0.255000;3;0;1;1;0;1;0;0;2;0.267653;4619;8170;20581;0;0;0;0;0;0;21907;12849;2;0;0;0;0;-2015754240;21907;1;0.000000;0;0.000000
1.5x;efficient;Nsfnet_14_21;100;1023.000000;1023.000000;0.000000;10.844000;3;0;1;1;0;1;0;0;2;32.685363;133249;184850;496751;0;0;0;0;0;0;22071;57;1;0;100;100;0;150;3074;215;242000.000000;1023;122400.000000
1.5x;efficient;European_18_40;100;1251.000000;1251.000000;0.000000;29.957000;3;0;1;1;0;1;0;0;2;93.904199;243386;248100;956614;0;0;0;0;0;0;22016;55;1;0;100;100;0;150;4822;218;145701.000000;1251;93683.333333
1.5x;efficient;Nsfnet_14_21;10;96.000000;96.000000;0.000000;0.075000;3;0;1;1;0;1;0;0;2;0.039373;1060;2285;5240;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;15;180;20;25200.000000;96;12383.333333
2x;maxData200;Nsfnet_14_21;30;28.000000;28.000000;0.000000;4.594000;8;0;1;1;0;1;0;0;2;1.608975;12939;23400;62662;0;0;0;0;0;0;21891;-16764879;2;0;30;30;0;28;459;66;65700.000000;304;31666.666667
2x;maxData200;Nsfnet_14_21;80-b;84.000000;84.000000;0.000000;3674.420000;8;0;1;1;0;1;0;0;2;31.136018;122016;158400;415585;0;0;0;0;0;0;22095;52;1;0;80;80;0;84;1645;189;191700.000000;860;91933.333333
2x;maxData200;Nsfnet_14_21;70;704.000000;704.000000;0.000000;3.822000;3;0;1;1;0;1;0;0;2;20.180025;79421;121730;332179;0;0;0;0;0;0;22034;12849;2;0;70;70;0;140;2756;148;160500.000000;704;76516.666667
1.5x;efficient;European_18_40;20-b;18.000000;18.000000;0.000000;0.477000;8;0;1;1;0;1;0;0;2;0.606613;5026;11240;42975;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;18;286;41;21611.000000;246;16550.000000
1.5x;efficient;European_18_40;70;54.000000;29.748703;44.909810;14400.096000;8;0;1;1;0;1;0;0;2;28.024252;84014;123340;503987;0;0;0;0;0;0;21868;-16764879;2;0;70;70;0;54;1747;180;105901.000000;1068;68866.666667
2x;maxData200;German_17_26;80-b;878.000000;878.000000;0.000000;26.397000;3;0;1;1;0;1;0;0;2;61.717875;261970;197760;403630;0;0;0;0;0;0;21905;12593;2;0;80;80;0;160;3678;234;42825.000000;878;47000.000000
1.5x;efficient;European_18_40;10-b;96.000000;96.000000;0.000000;0.062000;3;0;1;1;0;1;0;0;2;0.083068;1538;3210;10462;0;0;0;0;0;0;21857;808333362;4;0;10;10;0;15;189;17;9902.000000;96;7500.000000
1.5x;efficient;European_18_40;40-b;24.000000;24.000000;0.000000;440.994000;8;0;1;1;0;1;0;0;2;5.969863;31021;41680;160980;0;0;0;0;0;0;21855;14385;2;0;40;40;0;24;731;98;57520.000000;588;38400.000000
2x;maxData200;German_17_26;100-b;-1.000000;34.576531;0.000000;14400.299000;8;0;1;1;0;1;0;0;2;117.059397;360452;307300;679549;0;0;0;0;0;0;22099;12593;2;0;0;0;0;-1308965664;22099;1;0.000000;0;0.000000
1.5x;efficient;Nsfnet_14_21;40;357.000000;357.000000;0.000000;1.080000;3;0;1;1;0;1;0;0;2;2.556530;26869;30740;73931;0;0;0;0;0;0;22072;-65482;1;0;40;40;0;60;999;85;109100.000000;357;52933.333333
1.5x;efficient;German_17_26;70-b;1080.000000;1080.000000;0.000000;10.459000;3;0;1;1;0;1;0;0;2;22.871488;59800;114380;322400;0;0;0;0;0;0;22026;12337;2;0;70;70;0;105;2394;180;31334.000000;1080;40583.333333
1.5x;efficient;German_17_26;80-b;91.000000;47.296543;48.025777;14400.078000;8;0;1;1;0;1;0;0;2;35.055128;102811;148800;396390;0;0;0;0;0;0;21975;13105;2;0;80;80;0;91;2203;254;44944.000000;1524;54800.000000
1.5x;efficient;European_18_40;30-b;396.000000;396.000000;0.000000;0.718000;3;0;1;1;0;1;0;0;2;2.162061;13800;24030;94200;0;0;0;0;0;0;21977;12849;2;0;30;30;0;45;1042;66;34100.000000;396;25183.333333
2x;maxData200;German_17_26;30-b;309.000000;309.000000;0.000000;1.200000;3;0;1;1;0;1;0;0;2;2.895875;29510;29160;64090;0;0;0;0;0;0;21900;13873;2;0;30;30;0;60;1108;84;15667.000000;309;17433.333333
2x;maxData200;Nsfnet_14_21;40;28.000000;28.000000;0.000000;3445.911000;8;0;1;1;0;1;0;0;2;4.391805;36889;40800;97512;0;0;0;0;0;0;22025;12337;2;0;40;40;0;28;518;95;117300.000000;367;54550.000000
1.5x;efficient;Nsfnet_14_21;50;54.000000;54.000000;0.000000;20.177000;8;0;1;1;0;1;0;0;2;3.991566;30411;47475;127090;0;0;0;0;0;0;22078;56;1;0;50;50;0;54;904;114;120100.000000;558;60116.666667
1.5x;efficient;European_18_40;20;12.000000;12.000000;0.000000;0.446000;8;0;1;1;0;1;0;0;2;0.604680;5426;11240;42575;0;0;0;0;0;0;0;-1133871366;0;0;20;20;0;12;282;45;25252.000000;270;17833.333333
2x;maxData200;German_17_26;40;405.000000;405.000000;0.000000;4.233000;3;0;1;1;0;1;0;0;2;7.947305;63811;50880;102589;0;0;0;0;0;0;21865;12849;2;0;40;40;0;80;1663;109;19791.000000;405;21983.333333
1.5x;efficient;European_18_40;100-b;1368.000000;1368.000000;0.000000;16.008000;3;0;1;1;0;1;0;0;2;81.814835;168842;248100;1031158;0;0;0;0;0;0;22066;13105;2;0;100;100;0;150;4573;230;136088.000000;1368;95450.000000
2x;maxData200;German_17_26;70;60.000000;24.715328;58.807786;14400.172000;8;0;1;1;0;1;0;0;2;37.601592;165055;152110;344546;0;0;0;0;0;0;22009;53;1;0;70;70;0;60;1355;222;38558.000000;818;43733.333333
1.5x;efficient;European_18_40;80;48.000000;24.388664;49.190283;14400.132000;8;0;1;1;0;1;0;0;2;43.594370;128502;160160;639499;0;0;0;0;0;0;22031;-65480;1;0;80;80;0;48;1627;197;117792.000000;1155;79483.333333
